Minamata  (1280,3519)  (1258,3626)  (1328,3626)  (1188,3626)  (1188,3696)  (1258,3696)  (1328,3696)  (1188,3766)  (1258,3766)  (1328,3766)  (1190,3768)  | overflowToLeft=false
Izushoto  (7951,5381)  (7916,5487)  (7986,5487)  (7846,5487)  (7846,5557)  (7916,5557)  (7986,5557)  (7846,5627)  (7916,5627)  (7986,5627)  (7846,5697)  (7916,5697)  (7986,5697)  (7846,5767)  (7916,5767)  (7986,5767)  (7848,5769) | overflowToLeft=false
Echizen (6383,2108)  (2877,6127)  (6365,2217)  (6435,2217)  (6295,2217)  (6295,2287)  (6365,2287)  (6435,2287)  (6295,2357)  (6365,2357)  (6435,2357)  (6295,2427)  (6365,2427)  (6435,2427)  (6505,2217)  (6505,2287)  (6505,2357)  (6505,2427)  (6275,2217)  (6275,2287)  (6275,2357)  (6275,2427)  (6277,2429)  | overflowToLeft=false
Sea of Japan 3    (635,6125)  (5790,340)  (5860,340)  (5720,340)  (5720,410)  (5790,410)  (5860,410)  (5720,480)  (5790,480)  (5860,480)   (5720,550)  (5790,550)  (5860,550)  (5650,340) (5650,410) (5650,480) (5650,550) (5652,552)   | overflowToLeft=false
Sea of Japan 2  (2960,880)  (3030,880)  (2890,880)  (2890,950) (2960,950)  (3030,950)  (2890,1020) (2960,1020)  (3030,1020)  (2890,1090) (2960,1090)  (3030,1090)  (2820,880)  (2820,950)  (2820,1030)  (2820,1100)  (2822,1102)   | overflowToLeft=false
Sea of Japan 5  (7620,384)  (7690,384)  (7550,384)  (7550,454)  (7620,454)  (7690,454)  (7550,524)  (7620,524)  (7690,524)  (7550,594)  (7620,594)  (7690,594)  (7480,384) (7480,454) (7480,524) (7480,594) (7482,596) | overflowToLeft=false
Sea of Japan 4  (6582,840)  (6652,840)  (6512,840)  (6512,910)  (6582,910)  (6652,910)  (6512,980)  (6582,980)  (6652,980)  (6512,1050)  (6582,1050)  (6652,1050)  (6512,1120)  (6582,1120)  (6652,1120)  (6442,840) (6442,910) (6442,980) (6442,1050) (6442,1120) (6444,1122)  | overflowToLeft=false
Kaga  (6816,2038)  (6800,2146)  (6870,2146)  (6730,2146)  (6730,2216)  (6800,2216)  (6870,2216)  (6730,2286)  (6800,2286)  (6870,2286)  (6730,2356)  (6800,2356)  (6870,2356)   (6730,2426)  (6800,2426)  (6870,2426)  (6732,2428)  | overflowToLeft=false
Izumo Bay  (3903,1268)  (3973,1268)  (3833,1268)  (3833,1338)  (3903,1338)  (3973,1338) (4043,1268)  (4043,1338)  (3763,1268)   (3763,1338)  (4113,1268)  (4113,1338)   (3693,1268)   (3693,1338)   (3695,1340)  | overflowToLeft=false
Mie Coast  (10213,6122)  (6573,5438)  (6643,5438)  (6503,5438)  (6503,5508)  (6573,5508)  (6643,5508)  (6503,5578)  (6573,5578)  (6643,5578)  (6503,5648)  (6573,5648)  (6643,5648)  (6713,5438)  (6713,5508)  (6713,5578)  (6713,5648)  (6433,5438)  (6433,5508)  (6433,5578)  (6435,5650)  | overflowToLeft=false
Hakata Bay  (1620,1870)  (1690,1870)  (1550,1870)  (1550,1940)  (1620,1940)  (1690,1940)  (1550,2010)  (1620,2010)  (1480,2010)  (1480,1940)  (1480,1870)  (1480,2080)  (1550,2080)  (1480,2150)  (1550,2150)  (1480,2220)  (1410,2220)  (1412,2222)    | overflowToLeft=false
Chongcheong  (366,135)  (350,246)  (420,246)  (280,246)  (280,316)  (350,316)  (420,316)  (280,386)  (350,386)  (420,386)  (280,456)  (350,456)  (420,456)  (350,526)  (420,526)  (282,458)    | overflowToLeft=false
Yellow Sea  (159,704)  (248,710)  (178,710)  (178,780)  (248,780)  (178,850)  (248,850)  (178,920)  (248,920)  (178,990)  (248,990)  (178,1060)  (248,1060)  (180,1062)   | overflowToLeft=false
Chongcheong-Gangwon pass   (557,158)  (625,196)  (695,196)  (625,126)  (675,126)  (625,226)  (675,226)  (627,128)  | overflowToLeft=false
Funai  (2601,2810)  (2567,2918)  (2637,2918)  (2497,2918)  (2497,2988)  (2567,2988)  (2637,2988)  (2497,3058)  (2567,3058)  (2637,3058)  (2499,3060)  | overflowToLeft=false
Hakata    (1751,2064)  (1663,6124) (1717,2169) (1787,2169)  (1647,2169)  (1647,2239)  (1717,2239)  (1787,2239)  (1647,2309) (1717,2309)  (1787,2309)  (1649,2311)  | overflowToLeft=false 
Hirado  (1130,2350) (1098,2457) (1168,2457) (1028,2457) (1028,2527) (1098,2527) (1168,2527) (1028,2597) (1098,2597) (1168,2597) (1030,2599)  | overflowToLeft=false 
Jeonju  (662,385)  (627,492)  (697,492)  (557,492)  (557,562)  (627,562)  (697,562)  (557,632)  (627,632)  (697,632)  (559,634) | overflowToLeft=false 
Kagoshima  (1120,4212)  (1490,6127)  (1114,4316)  (1184,4316)  (1044,4316)  (1044,4386)  (1114,4386)  (1184,4386)  (1044,4456)  (1114,4456)  (1184,4456)  (1046,4458)  | overflowToLeft=false
Nagasaki  (1383,2936)  (1576,6124)  (1350,3041)  (1420,3041)  (1280,3041)  (1280,3111)  (1350,3111)  (1420,3111)  (1280,3181)  (1350,3181)  (1420,3181)  (1282,3183)  | overflowToLeft=false 
Obi  (2192,4106)  (2159,4214)  (2229,4214)  (2089,4214)  (2089,4284)  (2159,4284)  (2229,4284)  (2089,4354)  (2159,4354)  (2229,4354)  (2092,4356)  | overflowToLeft=false 
Matsuyama  (4106,2402) (4097,2510) (4167,2510) (4027,2510) (4027,2580) (4097,2580) (4167,2580) (4027,2650) (4097,2650) (4167,2650) (4039,2652)  | overflowToLeft=false
Tokushima  (4141,4226)  (4108,4332)  (4178,4332)  (4038,4332)  (4038,4402)  (4108,4402)  (4178,4402)  (4038,4472)  (4108,4472)  (4178,4472)  (4041,4474)  
Kochi  (3303,4205)  (3272,4311)  (3342,4311)  (3202,4311) (3202,4381) (3272,4381)  (3342,4381)  (3202,4451) (3272,4451)  (3342,4451)  (3204,4453)  | overflowToLeft=false
Tanabe  (4346,4899)  (4313,5004)  (4383,5004)  (4243,5004)  (4243,5074)  (4313,5074)  (4383,5074)  (4243,5144)  (4313,5144)  (4383,5144)  (4245,5146)  | overflowToLeft=false
Toba  (6226,5135)  (6194,5243)  (6264,5243)  (6124,5243)  (6124,5313)  (6194,5313)  (6264,5313)  (6124,5383)  (6194,5383)  (6264,5383)  (6126,5385) | overflowToLeft=false
South Omi  (6553,3273)  (6538,3380)  (6608,3380)  (6468,3380)  (6468,3450)  (6538,3450)  (6608,3450)   (6468,3520)  (6538,3520)  (6608,3520)  (6470,3522) | overflowToLeft=false
Satsuma  (1272,3867)  (3655,6125)  (1250,3980)  (1320,3980)  (1180,3980)  (1180,4050)  (1250,4050)  (1320,4050)  (1180,4120)  (1250,4120)  (1320,4120)  (1110,3980)  (1110,4050)  (1110,4120)  (1112,4122)  | overflowToLeft=false
Jeju-Do  (679,1370)  (664,1476)  (734,1476)  (594,1476)  (594,1546)  (664,1546)  (734,1546)  (594,1616)  (664,1616)  (734,1616)  (524,1476)  (524,1546)  (524,1616)  (524,1476)  (524,1546)  (524,1616)  (526,1618)  | overflowToLeft=false
Niigata Bay  (8208,1672)  (8278,1672)  (8138,1672)  (8138,1742)  (8208,1742)  (8278,1742)  (8138,1812)  (8208,1812)  (8278,1812)  (8138,1882)  (8208,1882)  (8278,1882)  (8068,1672) (8068,1742)  (8068,1812)  (8068,1882)  (8070,1884)  | overflowToLeft=false
Kozuke  (8612,2446)  (7764,6123)  (8590,2553)  (8660,2553)  (8520,2553)  (8520,2623)  (8590,2623)  (8660,2623)   (8520,2693)  (8590,2693)  (8660,2693)  (8520,2763)  (8590,2763)  (8660,2763)  (8520,2833)  (8590,2833)   (8450,2553)   (8452,2555) | overflowToLeft=false
Pacific Ocean 5    (10895,1850)  (10965,1850)  (10825,1850)  (10825,1920)   (10895,1920)  (10965,1920)  (10825,1990)   (10895,1990)  (10965,1990)  (10825,2060)   (10895,2060)  (10965,2060)  (10825,2130)   (10895,2130)  (10965,2130)  (10825,2200)   (10895,2200)  (10965,2200)  (10827,2202)  | overflowToLeft=false
Pacific Ocean 4  (10385,3232)  (10455,3232)  (10315,3232)  (10315,3302) (10385,3302)  (10455,3302)  (10315,3372) (10385,3372)  (10455,3372)  (10315,3442) (10385,3442)  (10455,3442)  (10315,3512) (10385,3512)  (10455,3512)  (10317,3514) | overflowToLeft=false
Oshima  (9335,466)  (9324,574)  (9394,574)  (9254,574)  (9254,644)  (9324,644)  (9394,644)  (9254,714)  (9324,714)  (9394,714)  (9464,574)  (9534,574)  (9184,574)  (9184,644)  (9184,714)  (9186,716)  | overflowToLeft=false
Pacific Ocean 3   (895,6125)  (10230,4750)  (10330,4750)  (10160,4750)  (10160,4820)  (10230,4820)  (10300,4820)  (10160,4890)  (10230,4890)  (10300,4890)  (10160,4960)  (10230,4960)  (10300,4960) (10162,4962)     | overflowToLeft=false
Pacific Ocean 2  (8790,5792)  (8870,5792)  (8720,5792)  (8720,5862)  (8790,5862)  (8870,5862)  (8720,5932)  (8790,5932)  (8870,5932)  (8940,5792)  (8940,5862)  (8940,5932)  (8650,5792)  (8650,5862)  (8650,5932)  (9010,5792)  (9010,5862)  (9010,5932)  (8580,5792)  (8580,5862)  (8580,5932)  (8582,5934)    | overflowToLeft=false
Bizen  (4455,2899)  (5758,6124)  (4435,3005)  (4505,3005)  (4365,3005)  (4365,3075)  (4435,3075)  (4505,3075)  (4365,3145)  (4435,3145)   (4365,3215)  (4435,3215)  (4505,3215)   (4295,3005)  (4295,3005)  (4295,3005)  (4295,3005)  (4297,3007)   | overflowToLeft=false
Pacific Ocean 1  ((7270,5710)  (7340,5710)  (7200,5710)  (7220,1920)  (7290,1920)  (7150,1990)  (7220,1990)  (7290,1990)  (7150,2060)  (7220,2060)  (7290,2060)  (7080,1850)  (7080,1920)  (7080,1990)  (7080,2060)  (7082,2062) | overflowToLeft=false
East China Sea 1  (374,6127)  (336,3167)  (406,3167)  (266,3167)  (266,3237) (336,3237)  (406,3237)  (266,3307) (336,3307)  (406,3307)  (266,3377) (336,3377)  (406,3377)  (266,3447) (336,3447)  (406,3447)  (268,3449)  | overflowToLeft=false
East China Sea 2  (313,4395)  (383,4395)  (243,4395)  (243,4465)  (313,4465)  (383,4465)  (243,4535)  (313,4535)  (383,4535)  (243,4605)  (313,4605)  (383,4605)  (243,4675)  (313,4675)  (383,4675)  (245,4677)  | overflowToLeft=false  
East China Sea 3  (350,5320)  (420,5320)  (280,5320)  (280,5390)  (350,5390)  (420,5390)  (280,5460)  (350,5460)  (420,5460)  (280,5530)  (350,5530)  (420,5530)  (282,5532)   | overflowToLeft=false
North Hyuga  (2259,3642)  (2244,3750)  (2314,3750)  (2174,3750)  (2174,3820)  (2244,3820)  (2314,3820)  (2104,3750)  (2104,3820)  (2034,3820)  (2034,3890)  (2104,3890)   (2174,3890)  (1964,3890)  (1964,3960)  (2104,3960)  (2174,3960)  (1894,3960)  (1894,4030)  (1964,4030)  (2104,4030)  (2174,4030)  (1896,4032)   | overflowToLeft=false  
South Hyuga  (1921,4181)  (1905,4288)  (1975,4288)  (1835,4288)  (1835,4358)  (1905,4358)  (1975,4358)  (1835,4428)  (1905,4428)  (1975,4428)  (2045,4498)  (2115,4498)   (2045,4568)  (2115,4568)  (2047,4570)  (2049,4572)  | overflowToLeft=false
Iyo  (3197,3560)  (3177,3667)  (3247,3667)  (3107,3667)  (3107,3737)  (3177,3737)  (3247,3737)  (3107,3807)  (3177,3807)  (3037,3667)  (3037,3737)  (2967,3667)  (2967,3737)  (3037,3807)   (3039,3809)  | overflowToLeft=false
North Ise  (6518,3780)  (6506,3889)  (6576,3889)  (6436,3889)  (6436,3959)  (6506,3959)  (6576,3959)  (6436,4029)  (6506,4029)  (6576,4029)  (6436,4099)  (6506,4099)  (6576,4099)  (6366,4169)  (6436,4169)  (6506,4169)  (6368,4171)  | overflowToLeft=false
East Kii-South Ise pass  (5412,4999)  (5473,5039)  (5543,5039)  (5473,4969)  (5543,4969)  (5473,5109)  (5543,5109)  | overflowToLeft=false
Oshima-Ezochi pass  (9344,127)  (9318,243)  (9318,313)  (9248,243)  (9248,313)  (9388,243)  (9388,313)  | overflowToLeft=false
Gangwon-Gyeongsang pass  (1376,187)  (1078,303)  (1078,373)  (1008,303)  (1008,373)  (1148,303)  (1148,373)  | overflowToLeft=false
Tamba-Settsu pass  (5385,3058)  (5364,3174)  (5364,3244)  (5294,3174)  (5294,3244)  (5434,3174)  (5434,3244)  (5296,3246)  | overflowToLeft=false
Cheju Strait  (985,1145)  (1055,1145)  (915,1145)  (915,1215)  (985,1215)  (1055,1215)  (915,1285)  (985,1285)  (1055,1285)  (835,1145)  (835,1215)  (835,1285)  (765,1145)  (765,1215)  (765,1285)  (767,1287)     | overflowToLeft=false
Osaka Bay  (4805,3970)  (4875,3970)  (4735,3970)  (4735,4040)  (4805,4040)  (4875,4040)  (4735,4110)  (4805,4110)  (4875,4110) (4735,4180)  (4805,4180)  (4735,4250)  (4805,4250)  (4737,4252)  | overflowToLeft=false
Settsu  (5269,3377)  (2704,6125)  (5253,3487)  (5323,3487)  (5183,3487)  (5183,3557)  (5253,3557)  (5323,3557)  (5183,3627)  (5253,3627)  (5323,3627)  (5113,3487)  (5113,3557)   (5113,3627)   (5393,3557)   (5393,3627)   (5463,3557)   (5463,3627)  (5113,3697) (5183,3697)  (5253,3697)  (5115,3699)      | overflowToLeft=false
Tango-Tamba pass  (5538,2548)  (5520,2667)  (5520,2737)  (5450,2667)  (5450,2737)  (5590,2667)  (5590,2737)  | overflowToLeft=false
Ise Bay  (6516,5005)  (6586,5005)  (6446,5005)  (6446,5075)  (6516,5075)  (6586,5075)  (6446,5145)  (6516,5145)  (6586,5145)  (6656,5005)  (6656,5075)  (6656,5145)  (6376,5005)  (6376,5075)  (6376,5145)   (6378,5147)| overflowToLeft=false
Ariake Sea   (9953,6123) (982,3300)  (1052,3300)  (912,3300)  (912,3370)  (982,3370)  (1052,3370)   (912,3540)  (982,3540)  (1052,3540)   (912,3610)  (982,3610)  (1052,3610)   (914,3612)    | overflowToLeft=false
Shimotsuke  (9075,2662)  (6977,6123)  (9055,2770)  (9125,2770)  (8985,2770)  (8985,2840)  (9055,2840)  (9125,2840)  (8985,2910)  (9055,2910)  (9125,2910)   (9195,2770)   (9195,2840)   (8985,2980)   (8985,3050)   (8985,3120)   (8985,3190)  (8987,3192)| overflowToLeft=false
South Mutsu  (9236,2085)  (7937,6123)  (9222,2195)  (9292,2195)  (9152,2195)  (9152,2265)  (9222,2265)  (9292,2265)  (9362,2195)  (9362,2265)  (9082,2195)  (9082,2265)   (9432,2195)  (9432,2265)  (9502,2195)  (9502,2265)   (9362,2335)  (9432,2335)  (9502,2195)  (9364,2337) | overflowToLeft=false 
Kii Strait   (4464,4315)  (4534,4315)  (4394,4315)  (4394,4385)  (4464,4385)  (4534,4385)  (4394,4455)  (4464,4455)  (4534,4455)  (4324,4315)  (4324,4385)  (4324,4455)  (4324,4525)  (4394,4525)  (4464,4525)  (4534,4525)  (4324,4595)  (4394,4595)  (4254,4595)  (4184,4595)  (4186,4597)   | overflowToLeft=false
Yamato-Iga pass  (5820,3966)  (5880,4009)  (5950,4009)  (5880,3939)  (5950,3939)  (5880,4079)  (5950,4079)  (5882,4081)    | overflowToLeft=false
Izu  (7887,4812)  (9167,6123)  (7874,4920) (7944,4920) (7804,4920) (7804,4990)  (7874,4990) (7944,4990) (7804,5060)  (7874,5060)  (7734,4920)  (7734,4970)  (7734,5060)  (7664,5060)  (7734,5130)  (7664,5130)  (7804,5130)  (7666,5132)    | overflowToLeft=false
Sagami Bay  (10300,6121)  (8264,5080)  (8334,5080)  (8194,5080)  (8194,5150)  (8264,5150)  (8334,5150)  (8194,5220)  (8264,5220)  (8334,5220)  (8194,5290)  (8264,5290)  (8334,5290)  (8194,5360)  (8264,5360)  (8334,5360)  (8196,5362)    | overflowToLeft=false
Busan  (1344,543)  (1321,649)  (1391,649)  (1251,649)  (1251,719)  (1321,719)  (1391,719)  (1251,789)  (1321,789)  (1391,789)  (1253,791)   | overflowToLeft=false
North Mikawa  (7211,3995)  (7205,4102)  (7275,4102)  (7135,4102)  (7135,4172)  (7205,4172)  (7275,4172)  (7135,4242)  (7205,4242)  (7275,4242)   (7135,4312)  (7205,4312)  (7275,4312)  (7065,4102)  (7065,4172)  (7065,4242)  (7065,4312)  (7067,4314)  | overflowToLeft=false
North Omi-North Mino pass  (6550,3026)  (6613,3060)  (6683,3060)  (6613,2990)  (6683,2990)  (6613,3130)  (6683,3130)  | overflowToLeft=false
Bungo  (2393,3139)  (2368,3245)  (2438,3245)  (2298,3245)  (2298,3315)  (2368,3315)  (2438,3315)  (2298,3385)  (2368,3385)  (2438,3385)   (2298,3455)  (2368,3455)  (2438,3455)   (2508,3245)  (2508,3315)  (2508,3385)  (2508,3455)   (2300,3457) | overflowToLeft=false
Aki  (3285,2318)  (4605,6123)  (3275,2428)  (3345,2428)  (3205,2428)  (3205,2498)  (3275,2498)  (3345,2498)  (3205,2568)  (3275,2568)  (3345,2568)   (3415,2428)   (3415,2498)    (3415,2568)  (3485,2428)   (3485,2498)  (3485,2568)   (3207,2570)   | overflowToLeft=false
Sado  (8318,1044)   (8726,6119)  (8302,1153)  (8372,1153)  (8233,1153)  (8233,1223)  (8302,1223)  (8372,1223)  (8233,1293)  (8302,1293)  (8372,1293)   (8233,1363)  (8302,1363)  (8372,1363)  (8302,1153)   (8302,1223)  (8302,1293)  (8302,1363)   (8304,1365) | overflowToLeft=false
Yamato (5725,4039)   (2791,6125)  (5715,4150)  (5785,4150)  (5645,4150)  (5645,4220)  (5715,4220)  (5785,4220)  (5645,4290)  (5715,4290)  (5785,4290)   (5645,4360)  (5715,4360)  (5785,4360)   (5645,4430)  (5715,4430)  (5785,4430)   (5647,4432) | overflowToLeft=false
Tamba-North Omi pass  (5889,2975)  (5721,3013)  (5791,3013)  (5721,2943)  (5791,2943)  (5721,3083)  (5791,3083)  | overflowToLeft=false
Echizen-North Omi pass  (6465,2388)  (6455,2502)  (6455,2572)    (6385,2502)  (6385,2572)   (6525,2502)  (6525,2572)  (6527,2574)   | overflowToLeft=false
Iki  (1323,1726)  (1310,1835)  (1380,1835)  (1240,1835)  (1240,1905)  (1310,1905)  (1380,1905) (1240,1975)  (1310,1975)  (1380,1975)   (1240,2045)  (1310,2045)  (1380,2045)   (1240,2115)  (1310,2115)  (1380,2115) (1170,1835)  (1170,1905)  (1170,1975)  (1170,2045)  (1170,2115)  (1172,2117)  | overflowToLeft=false
Central Mutsu  (9855,1961)  (9516,6119)  (9839,2068)  (9912,2070)  (9772,2070)  (9772,2140)  (9842,2140)  (9912,2140)  (9772,2210)  (9842,2210)  (9912,2210)    (9772,2210)  (9842,2210)  (9912,2210)    (9982,2070)   (9982,2140)   (9982,2210)  (9702,2070)   (9702,2140)   (9702,2210)  (9704,2212) | overflowToLeft=false
Shibushi Bay  (1660,4965)  (1730,4965)  (1590,4965)  (1590,5035)  (1660,5035)  (1730,5035)  (1590,5105)  (1660,5105)  (1730,5105)   (1800,4965)  (1800,5035)  (1800,5105)  (1870,4965)  (1870,5035)  (1870,5105)   (1800,5175)  (1870,5175)   (1800,5245)   (1870,5245)   (1802,5247) | overflowToLeft=false
Tamba (5379,2806) (4088,6125)  (5366,2906)  (5436,2906)  (5296,2906)  (5296,2976)  (5366,2976)  (5436,2976)   (5506,2906)  (5506,2976)  (5576,2906)   (5576,2976)   (5226,2906)  (5226,2976)  (5228,2978) | overflowToLeft=false
Ishikawa Bay  (6515,1506)  (6585,1506)  (6445,1506)  (6445,1576)  (6515,1576)  (6585,1576)  (6445,1646)  (6515,1646)  (6585,1646)   (6655,1506)  (6655,1576)  (6655,1646)   (6385,1506)  (6385,1576)  (6385,1646)  (6387,1648)    | overflowToLeft=false
Yakushima  (911,5309)  (3569,6127)  (893,5415)  (963,5415)  (823,5415)  (823,5485)  (893,5485)  (963,5485)  (823,5555)  (893,5555)  (963,5555)  (823,5625)  (893,5625)  (963,5625)  (823,5695)  (893,5695)  (963,5695)  (825,5697)  | overflowToLeft=false
Kozuke-South Mutsu pass  (8766,2403)  (8831,2440)  (8901,2440)  (8831,2370)  (8901,2370)  (8831,2510)  (8901,2510)  | overflowToLeft=false
Sendai Bay  (10205,2413)  (10275,2413)  (10135,2413)  (10135,2483)  (10205,2483)  (10275,2483)  (10135,2553)  (10205,2553)  (10275,2553)  (10135,2623)  (10205,2623)  (10275,2623)  (10065,2413)  (10065,2483)  (10065,2553)  (10065,2623)  (10067,2625) | overflowToLeft=false
South Harima  (4882,3118)  (4873,3228) (4943,3228)  (4803,3228)  (4803,3298)  (4873,3298) (4943,3298)  (4803,3368)  (4873,3345)  (4943,3275)  (5013,3228)  (5013,3298)  (5013,3368)   (4943,3438)   (5013,3438)   (4945,3440) | overflowToLeft=false
West Echigo  (8273,2025)  (8260,2133)  (8330,2133)  (8190,2133)  (8190,2203)  (8260,2203)  (8330,2203)  (8190,2273)  (8260,2273)  (8330,2273)  (8120,2133)  (8120,2203)  (8120,2273)  (8122,2275)  | overflowToLeft=false
Hida  (7342,2598)  (9340,6123)  (7330,2710)  (7400,2710)  (7260,2710) (7260,2780)  (7330,2780)  (7400,2780) (7260,2850)  (7330,2850)  (7400,2850) (7260,2920)  (7330,2920)  (7400,2920)  (7470,2710)  (7470,2780)   (7470,2850)   (7470,2920)   (7190,2710)  (7190,2780)   (7190,2850)  (7192,2852)  | overflowToLeft=false
Iwate Coast   (10473,6121) (10445,1322)  (10515,1322)  (10375,1322)  (10375,1392)  (10445,1392)  (10515,1392)  (10375,1462)  (10445,1462)  (10515,1462)  (10375,1532)  (10445,1532)  (10515,1532)  (10375,1602)  (10445,1602)  (10515,1602)  (10377,1604)    | overflowToLeft=false
Etchu (7590,2199)  (2964,6126) (7590,2312) (7660,2312) (7520,2312) (7520,2382) (7590,2382) (7660,2382) (7520,2452) (7590,2452) (7660,2452)  (7520,2522) (7590,2522) (7660,2522)  (7520,2592) (7590,2592) (7660,2592)  (7522,2594)    | overflowToLeft=false
Iga-North Ise pass  (6181,3917)  (6242,3951)  (6312,3951)  (6242,3881)  (6312,3881)  (6242,4021)  (6312,4021)  | overflowToLeft=false
Suo Sea 1  (2400,2380)  (2470,2380)  (2330,2380)   (2330,2450)  (2400,2450)  (2470,2450)   (2400,2520)  (2470,2520)  (2540,2380)  (2540,2450)  (2540,2520)   (2610,2380)  (2610,2450)  (2610,2520)  (2402,2522) | overflowToLeft=false
North Dewa  (9638,1150)  (9625,1256)  (9695,1256)  (9555,1256)  (9555,1326)  (9625,1326)  (9695,1326)  (9555,1396)  (9625,1396)  (9695,1396)  (9485,1256)  (9485,1326)  (9485,1396)   (9555,1466)  (9625,1466)  (9557,1468)  | overflowToLeft=false
Suruga Bay  (7285,5160)  (7355,5160)  (7215,5160)   (7215,5230)  (7285,5230)  (7355,5230)  (7215,5300)  (7285,5300)  (7355,5300) (7145,5160) (7145,5230) (7145,5300) (7075,5160) (7075,5230) (7075,5300) (7077,5302)    | overflowToLeft=false
Nagato  (2554,1820)  (2544,1930)  (2614,1930)  (2474,1930)  (2474,2000)  (2544,2000)  (2614,2000)  (2544,1930)  (2544,2000)  (2614,1930)  (2614,2000)   (2474,1930)  (2474,2000)   (2404,1930)  (2404,2000)  (2406,2002)   | overflowToLeft=false
Suo Sea 2  (10041,6123)  (2915,3072)  (2915,3072) (2985,3072) (2845,3072) (2845,3142) (2915,3142) (2985,3142)  (2845,3212) (2915,3212) (2985,3212) (2845,3282) (2915,3282) (2985,3282)  (3055,3072)  (3055,3142)  (3055,3212)  (3055,3282)   (3125,3072)  (3125,3142)  (3125,3212)  (3125,3282)   (2827,3284)  | overflowToLeft=false
Sanuchi-Awa pass  (3990,3936)  (3968,4058)  (3968,4128)  (3898,4058)  (3898,4128)  (4038,4058)  (4038,4128)  | overflowToLeft=false
Higo-Bungo pass  (1978,3443)  (2042,3467)  (2112,3467)  (2042,3397)  (2112,3397)  (2042,3537)  (2112,3537)  (2044,3539) | overflowToLeft=false
South Shinano  (7656,3070)  (7677,6124)  (7630,3177)  (7700,3177)  (7560,3177)  (7560,3247)  (7630,3247)  (7700,3247)   (7560,3317)  (7630,3317)  (7700,3317)   (7490,3387)  (7560,3387)  (7630,3387)   (7490,3457)  (7560,3457)  (7630,3457)  (7490,3177)  (7490,3247)  (7492,3249) | overflowToLeft=false
West Kii-Izumi pass  (4560,4643)  (4617,4679)  (4687,4679)  (4617,4609)  (4687,4609)  (4617,4749)  (4687,4749)  | overflowToLeft=false
Iwami  (3403,1720)  (8377,6123)  (3402,1827)  (3472,1827)  (3332,1827)  (3332,1897)  (3402,1897)  (3472,1897)  (3332,1967)  (3402,1967)  (3472,1967)  (3542,1897)  (3542,1827)  (3542,1897)  (3542,1967)  (3262,1827)  (3192,1827)  (3194,1829)  | overflowToLeft=false
Okushiri Bay  (8875,340)  (8945,340)  (8805,340)  (8805,410)  (8875,410)  (8945,410)  (8805,480)  (8875,480)  (8945,480)  (8805,550)  (8875,550)  (8945,550)  (8805,620)  (8875,620)  (8945,620)  (8807,622)    | overflowToLeft=false
North Harima  (4999,2659)  (8462,6122)  (4983,2766)  (5053,2766)  (4913,2766)  (4913,2836)  (4983,2836)  (5053,2836)  (4913,2906)  (4983,2906)  (5053,2906)   (4913,2976)  (4983,2976)  (5053,2976)  (4843,2836)  (4843,2906)  (4843,2976)  (4773,2836)  (4773,2906)  (4773,2976)  (4775,2978) | overflowToLeft=false
Suruga  (7910,3828)  (9254,6121)  (7889,3936)  (7959,3936)  (7819,3936)  (7819,4006)  (7889,4006)  (7959,4006)  (7819,4076)  (7889,4076)  (7959,4076)  (7819,4146)  (7889,4146)  (7959,4146)  (7821,4148)    | overflowToLeft=false
Yangil Bay  (1830,420) (1900,420)  (1760,420)  (1760,490) (1830,490) (1900,490)  (1760,560) (1830,560) (1900,560)  (1760,630) (1830,630) (1900,630)   (1760,700) (1830,700) (1900,700)  (1690,420)  (1690,490)  (1690,560)  (1690,630)  (1690,700)  (1692,702)   | overflowToLeft=false
Higo-Hyuga pass  (1720,3747)  (1707,3863)  (1707,3933)  (1777,3863)  (1777,3933)  (1637,3863)  (1637,3933)  (1639,3935)    | overflowToLeft=false
Iburi  (10486,150)  (10480,260)  (10550,260)  (10410,260)  (10340,260)  (10620,260)  (10410,330)  (10480,330)  (10550,330)  (10410,400)  (10480,400)  (10412,402)  | overflowToLeft=false
Kozuke-Shimotsuke pass  (8705,2854)  (8764,2890)  (8834,2890)  (8764,2820)  (8834,2820)  (8764,2960)  (8834,2960)  | overflowToLeft=false
Goto  (495,2077)  (480,2185)  (550,2185)   (410,2185)  (410,2255)  (480,2255)  (550,2255)  (410,2325)  (480,2325)   (550,2325)  (410,2395)  (480,2395)  (550,2395)  (340,2185)  (340,2255)  (340,2325)  (340,2325)   (342,2327)       | overflowToLeft=false
Choshi Coast  (9785,4153)  (9855,4153)  (9715,4153)  (9715,4223)  (9785,4223)  (9855,4223)  (9715,4293)  (9785,4293)  (9855,4293)   (9715,4363)  (9785,4363)  (9855,4363)   (9715,4433)  (9785,4433)  (9855,4433)   (9717,4435)    | overflowToLeft=false
Kawachi-East Kii pass  (5404,4322)  (5384,4438)  (5384,4508)  (5314,4438)  (5314,4508)  (5454,4438)  (5454,4508)  | overflowToLeft=false
